kc_id,kc_name,kc_name_es,route_group,route_group_es,route_leaf,route_leaf_es,n_total,accuracy_total,n_first,n_repeat,accuracy_first,accuracy_repeat,delta_repeat_minus_first
415,年龄问题之变倍型,Tipo variable de problema de edad.,拓展思维,Expande tu pensamiento,年龄问题之变倍型,Tipo variable de problema de edad.,61,0.770492,37,24,0.918919,0.541667,-0.377252
721,重叠集合型,Tipo de conjunto superpuesto,拓展思维,Expande tu pensamiento,重叠集合型,Tipo de conjunto superpuesto,61,0.770492,61,0,0.770492,,
687,暗和明差,Oscuridad y claridad,拓展思维,Expande tu pensamiento,暗和明差,Oscuridad y claridad,60,0.533333,60,0,0.533333,,
539,分数化为小数,Convertir fracciones a decimales,知识点,Puntos de conocimiento,小数化为分数,Convertir decimales a fracciones,59,0.898305,3,56,0.666667,0.910714,0.244048
538,小数化为分数,Convertir decimales a fracciones,知识点,Puntos de conocimiento,小数化为分数,Convertir decimales a fracciones,59,0.915254,59,0,0.915254,,
679,进水与排水问题,Problemas de ingesta y drenaje de agua.,拓展思维,Expande tu pensamiento,进水与排水问题,Problemas de ingesta y drenaje de agua.,58,0.948276,58,0,0.948276,,
461,基础复合数字的整除特征,Características de divisibilidad de números compuestos básicos.,拓展思维,Expande tu pensamiento,基础复合数字的整除特征,Características de divisibilidad de números compuestos básicos.,57,0.947368,57,0,0.947368,,
651,删线法计数,conteo tachado,拓展思维,Expande tu pensamiento,删线法计数,conteo tachado,57,0.719298,48,9,0.708333,0.777778,0.069444
347,等量代换传递型,Tipo de transferencia de sustitución equivalente,课内题型,Tipos de preguntas en clase,转化代换,sustitución de transformación,57,0.473684,2,55,1.0,0.454545,-0.545455
597,图形重复,repetición de gráficos,拓展思维,Expande tu pensamiento,图形重复,repetición de gráficos,56,0.946429,56,0,0.946429,,
346,等量关系,relación equivalente,课内题型,Tipos de preguntas en clase,转化代换,sustitución de transformación,55,0.454545,55,0,0.454545,,
638,特殊数字系列,Serie de números especiales,拓展思维,Expande tu pensamiento,特殊数字系列,Serie de números especiales,55,0.981818,6,49,0.833333,1.0,0.166667
550,完全平方公式,fórmula del cuadrado perfecto,拓展思维,Expande tu pensamiento,完全平方公式,fórmula del cuadrado perfecto,54,0.796296,54,0,0.796296,,
434,和不变,y sin cambios,知识点,Puntos de conocimiento,和不变,y sin cambios,54,0.888889,54,0,0.888889,,
444,切披萨,cortar pizza,拓展思维,Expande tu pensamiento,切披萨,cortar pizza,53,0.943396,53,0,0.943396,,
699,具体量工程问题,Cuestiones específicas de ingeniería cuantitativa.,拓展思维,Expande tu pensamiento,具体量工程问题,Cuestiones específicas de ingeniería cuantitativa.,53,0.792453,53,0,0.792453,,
688,割补平移求多边形面积,Encuentra el área de un polígono usando traducción de corte y complemento,课内知识点,Puntos de conocimiento en clase,割补平移求多边形面积,Encuentra el área de un polígono usando traducción de corte y complemento,53,0.679245,53,0,0.679245,,
652,长方形的一半模型,Medio modelo rectangular,拓展思维,Expande tu pensamiento,长方形的一半模型,Medio modelo rectangular,51,0.921569,51,0,0.921569,,
575,多重数列,secuencia múltiple,拓展思维,Expande tu pensamiento,多重数列,secuencia múltiple,51,0.764706,51,0,0.764706,,
459,差系整除特征的应用,Aplicación de las características de divisibilidad del sistema diferencial,拓展思维,Expande tu pensamiento,差系整除特征的应用,Aplicación de las características de divisibilidad del sistema diferencial,50,0.92,50,0,0.92,,
449,基础变倍,Zoom básico,拓展思维,Expande tu pensamiento,基础变倍,Zoom básico,50,0.94,50,0,0.94,,
460,尾数系中的最值,El valor máximo en el sistema mantisa.,拓展思维,Expande tu pensamiento,尾数系中的最值,El valor máximo en el sistema mantisa.,50,0.98,50,0,0.98,,
734,笔算除法：两位数除以一位数,División aritmética: números de dos dígitos divididos por números de un dígito,拓展思维,Expande tu pensamiento,除法竖式,Forma vertical de división,49,0.857143,0,49,,0.857143,
544,正三角形计数,Contar triángulos equiláteros,拓展思维,Expande tu pensamiento,正三角形计数,Contar triángulos equiláteros,49,0.816327,49,0,0.816327,,
821,凑整,redondeo,知识点,Puntos de conocimiento,整数加减巧算之凑整法,Método de redondeo para suma y resta de números enteros,48,0.875,48,0,0.875,,
630,多项式结合图形面积,área del gráfico combinado polinomial,拓展思维,Expande tu pensamiento,长方形和正方形面积公式,Fórmulas de área para rectángulos y cuadrados.,48,0.708333,0,48,,0.708333,
553,平方差公式逆向应用,Aplicación inversa de la fórmula de diferencia cuadrada.,拓展思维,Expande tu pensamiento,平方差公式逆向应用,Aplicación inversa de la fórmula de diferencia cuadrada.,48,0.9375,48,0,0.9375,,
527,正方形面积,área cuadrada,拓展思维,Expande tu pensamiento,正方形周长,perímetro del cuadrado,47,0.446809,47,0,0.446809,,
609,已知长宽变化，求面积变化,"Dado el cambio en largo y ancho, encuentre el cambio en área",课内知识点,Puntos de conocimiento en clase,公式求长方形面积,Fórmula para encontrar el área de un rectángulo,47,0.680851,0,47,,0.680851,
765,认识长度单位,Conoce la unidad de longitud.,课内知识点,Puntos de conocimiento en clase,认识长度单位,Conoce la unidad de longitud.,45,0.977778,45,0,0.977778,,
532,以和差倍问题形式运用方程解应用题,Usar ecuaciones para resolver problemas escritos en forma de problemas de suma y diferencia por tiempos.,拓展思维,Expande tu pensamiento,多量和倍,Grandes cantidades y tiempos,45,0.955556,0,45,,0.955556,
684,枚举思想,ideas de enumeración,思想,Pensamiento,枚举思想,ideas de enumeración,45,0.444444,0,45,,0.444444,
827,小数加减巧算之分组法,Método de agrupación para suma y resta decimales,拓展思维,Expande tu pensamiento,小数加减巧算之分组法,Método de agrupación para suma y resta decimales,44,0.75,44,0,0.75,,
773,末尾带0的乘法,Multiplicación con 0 al final,课内知识点,Puntos de conocimiento en clase,末尾带0的乘法,Multiplicación con 0 al final,44,0.795455,44,0,0.795455,,
705,其他变形数独,Otros Sudoku deformados,拓展思维,Expande tu pensamiento,其他变形数独,Otros Sudoku deformados,43,0.976744,43,0,0.976744,,
533,简单的周期规律,patrón periódico simple,知识点,Puntos de conocimiento,简单的周期规律,patrón periódico simple,43,0.906977,43,0,0.906977,,
572,以年龄问题形式运用方程解应用题,Usar ecuaciones para resolver problemas planteados en forma de problemas de edad.,知识点,Puntos de conocimiento,以年龄问题形式运用方程解应用题,Usar ecuaciones para resolver problemas planteados en forma de problemas de edad.,42,0.904762,42,0,0.904762,,
639,等差数列与估算,Secuencias aritméticas y estimación,知识点,Puntos de conocimiento,等差数列与估算,Secuencias aritméticas y estimación,41,0.902439,41,0,0.902439,,
685,等高模型正用一次应用,El modelo de contorno se utiliza una vez.,拓展思维,Expande tu pensamiento,等高模型正用一次应用,El modelo de contorno se utiliza una vez.,41,0.317073,41,0,0.317073,,
694,2-0  积分制,sistema de 2-0 puntos,拓展思维,Expande tu pensamiento,2-0  积分制,sistema de 2-0 puntos,40,0.975,40,0,0.975,,
573,乘方的混合运算,Operaciones mixtas de poderes,拓展思维,Expande tu pensamiento,乘方的混合运算,Operaciones mixtas de poderes,39,0.974359,39,0,0.974359,,
661,年龄问题基本关系,Relación básica entre cuestiones de edad.,拓展思维,Expande tu pensamiento,年龄问题基本关系,Relación básica entre cuestiones de edad.,38,0.789474,38,0,0.789474,,
328,时间中的周期,ciclos en el tiempo,拓展思维,Expande tu pensamiento,时间中的周期,ciclos en el tiempo,37,0.486486,37,0,0.486486,,
542,已知时间求角度,Encuentra el ángulo con el tiempo conocido.,拓展思维,Expande tu pensamiento,已知时间求角度,Encuentra el ángulo con el tiempo conocido.,37,0.891892,37,0,0.891892,,
525,积的乘方,producto elevado a la potencia,拓展思维,Expande tu pensamiento,积的乘方,producto elevado a la potencia,37,0.810811,37,0,0.810811,,
563,三位数乘两位数,Tres dígitos multiplicados por dos dígitos,知识点,Puntos de conocimiento,笔算乘法：三位数乘两位数,Multiplicación escrita: tres dígitos multiplicados por dos dígitos,36,0.277778,36,0,0.277778,,
433,行程中的反比例,Proporción inversa en los viajes,拓展思维,Expande tu pensamiento,行程中的反比例,Proporción inversa en los viajes,34,0.941176,34,0,0.941176,,
453,多人相遇问题,Problema de encuentro entre varias personas,拓展思维,Expande tu pensamiento,多人相遇问题,Problema de encuentro entre varias personas,34,0.764706,34,0,0.764706,,
714,剪拼长正方形周长的变化,Cambios en el perímetro del rectángulo cortado y ensamblado.,知识点,Puntos de conocimiento,剪拼长正方形周长的变化,Cambios en el perímetro del rectángulo cortado y ensamblado.,34,0.882353,34,0,0.882353,,
90,认识直角梯形,Entender el trapezoide en ángulo recto,知识点,Puntos de conocimiento,认识直角梯形,Entender el trapezoide en ángulo recto,34,0.470588,34,0,0.470588,,
641,等式只填加减号,Simplemente completa la ecuación con signos más y menos.,拓展思维,Expande tu pensamiento,等式只填加减号,Simplemente completa la ecuación con signos más y menos.,34,0.941176,34,0,0.941176,,
675,点线排布的实际应用,Aplicación práctica de la disposición de puntos y líneas.,拓展思维,Expande tu pensamiento,点线排布的实际应用,Aplicación práctica de la disposición de puntos y líneas.,33,0.727273,33,0,0.727273,,
456,逻辑推理,razonamiento lógico,拓展思维,Expande tu pensamiento,逻辑推理,razonamiento lógico,33,0.969697,33,0,0.969697,,
458,构造与论证,Construcción y argumento,拓展思维,Expande tu pensamiento,奇数与偶数的应用,Aplicaciones de números pares e impares,33,0.939394,33,0,0.939394,,
620,认识面积单位,Comprender las unidades de área,课内知识点,Puntos de conocimiento en clase,认识面积单位,Comprender las unidades de área,33,0.484848,33,0,0.484848,,
570,差不变,La diferencia permanece sin cambios,知识点,Puntos de conocimiento,差不变,La diferencia permanece sin cambios,33,0.939394,33,0,0.939394,,
697,求第几个数是多少问题,¿Cuál es el número del primer número?,拓展思维,Expande tu pensamiento,求第几个数是多少问题,¿Cuál es el número del primer número?,33,0.969697,33,0,0.969697,,
828,小数同尾相减,Restar decimales con las mismas colas,拓展思维,Expande tu pensamiento,小数同尾相减,Restar decimales con las mismas colas,32,0.5625,32,0,0.5625,,
670,梯形面积,área trapezoidal,拓展思维,Expande tu pensamiento,四边形的认识,Comprensión de los cuadriláteros,32,0.875,32,0,0.875,,
615,口算乘法：两位数乘两位数（不进位）,Multiplicación oral: multiplica números de dos dígitos por números de dos dígitos (sin acarreo),知识点,Puntos de conocimiento,口算乘法：两位数乘两位数（不进位）,Multiplicación oral: multiplica números de dos dígitos por números de dos dígitos (sin acarreo),32,0.8125,32,0,0.8125,,
596,剪绳子,cortar la cuerda,拓展思维,Expande tu pensamiento,剪绳子,cortar la cuerda,32,0.75,32,0,0.75,,
728,数字排列规律,Reglas de disposición numérica,课内知识点,Puntos de conocimiento en clase,数字排列规律,Reglas de disposición numérica,32,0.9375,32,0,0.9375,,
783,实心方阵,matriz cuadrada sólida,拓展思维,Expande tu pensamiento,实心方阵,matriz cuadrada sólida,32,0.96875,32,0,0.96875,,
601,20以内组算式,Fórmulas dentro de 20,知识点,Puntos de conocimiento,20以内组算式,Fórmulas dentro de 20,32,0.96875,32,0,0.96875,,
772,解方程：a（x－b）＝c这种类型,Resolver ecuaciones: a(x-b)=c este tipo,能力,capacidad,运算求解,solución aritmética,31,0.806452,0,31,,0.806452,
719,面积,área,课内知识点,Puntos de conocimiento en clase,面积,área,31,0.903226,31,0,0.903226,,
712,错车,auto equivocado,知识点,Puntos de conocimiento,抄错数得出结果，求正确的,Se obtiene un resultado al copiar mal un número; hallar el resultado correcto,31,0.354839,0,31,,0.354839,
780,方向,dirección,拓展思维,Expande tu pensamiento,双人简单行程问题,Itinerario sencillo para dos personas.,31,0.580645,31,0,0.580645,,
668,通项归纳,induccion general,拓展思维,Expande tu pensamiento,通项归纳,induccion general,31,0.83871,18,13,0.722222,1.0,0.277778
826,计数模块,módulo de conteo,知识点,Puntos de conocimiento,排列数,número de permutaciones,31,0.741935,0,31,,0.741935,
631,一端植树问题,Problema de plantación de árboles en un extremo.,拓展思维,Expande tu pensamiento,一端植树问题,Problema de plantación de árboles en un extremo.,30,0.766667,30,0,0.766667,,
600,简单的数独游戏,juego de sudoku sencillo,知识点,Puntos de conocimiento,简单的数独游戏,juego de sudoku sencillo,30,0.866667,30,0,0.866667,,
632,两端不植树问题,El problema de no plantar árboles en ambos extremos,拓展思维,Expande tu pensamiento,两端不植树问题,El problema de no plantar árboles en ambos extremos,30,0.733333,30,0,0.733333,,
